Szene;Qualität;Gruppe;Proband;Altersgruppe;Alter;km/y;Verkehrsaufkommen;Tag;VT;VS;SA Level 3;SA gesamt;Speed;Spur;Rate
SA2;N;HMD;2;U22;19;3000;1;2;1,00;0,00;1,000;0,667;3;zu weit links;6
SA2;H;M Sphere;3;U22;18;8000;1;3;1,00;0,00;1,000;0,667;-4;zu weit links;9
SA2;N;M Flat;4;U35;23;3000;1;4;1,00;0,50;1,000;0,833;5;Korrekt;7
SA2;N;M Flat;5;U22;19;8000;1;2;1,00;1,00;1,000;1,000;5;Korrekt;7
SA2;H;M Flat;6;U35;32;3000;1;3;0,00;0,50;1,000;0,500;10;zu weit links;5
SA2;N;HMD;7;U35;22;8000;1;4;1,00;1,00;1,000;1,000;5;zu weit links;9
SA2;N;M Sphere;8;U35;22;3000;1;4;1,00;1,00;1,000;1,000;0;zu weit links;7
SA2;N;HMD;9;Ü35;53;30000;1;4;1,00;1,00;1,000;1,000;0;Korrekt;9
SA2;N;M Flat;10;Ü35;49;15000;1;4;1,00;1,00;1,000;1,000;0;zu weit links;8
SA2;N;M Sphere;11;Ü35;54;8000;1;2;0,00;0,50;1,000;0,500;0;Korrekt;10
SA2;N;M Flat;12;U35;22;8000;1;4;1,00;0,50;1,000;0,833;5;Korrekt;8
SA2;H;M Sphere;13;U22;20;8000;1;3;1,00;0,50;1,000;0,833;3;zu weit links;10
SA2;H;M Flat;14;U35;23;15000;1;3;1,00;0,50;1,000;0,833;5;Korrekt;10
SA2;H;M Flat;15;Ü35;59;30000;1;3;1,00;0,50;1,000;0,833;5;zu weit links;9
SA2;H;HMD;16;U22;19;15000;1;3;1,00;0,50;1,000;0,833;15;Korrekt;9
SA2;N;M Flat;17;U35;27;8000;1;2;1,00;0,00;1,000;0,667;10;Korrekt;9
SA2;H;HMD;18;U22;21;3000;1;3;1,00;0,50;1,000;0,833;10;Korrekt;10
SA2;H;M Flat;19;U22;21;3000;1;1;1,00;1,00;1,000;1,000;0;zu weit links;7
SA2;H;M Flat;20;U22;19;15000;1;2;1,00;0,50;1,000;0,833;7;zu weit links;10
SA2;N;M Sphere;21;U22;21;15000;1;4;1,00;0,50;1,000;0,833;10;Korrekt;1
SA2;N;M Sphere;22;U35;28;8000;1;4;1,00;0,50;1,000;0,833;8;zu weit links;6
SA2;H;M Sphere;23;U35;22;3000;1;3;1,00;0,50;0,000;0,500;-5;Korrekt;6
SA2;H;HMD;24;U35;26;8000;1;1;1,00;0,50;1,000;0,833;25;zu weit links;10
SA2;H;HMD;25;Ü35;50;15000;1;2;1,00;1,00;1,000;1,000;5;zu weit links;7
SA2;N;HMD;26;U35;24;3000;1;2;1,00;0,00;1,000;0,667;5;Korrekt;6
SA2;H;M Sphere;27;U22;19;3000;1;3;1,00;0,00;0,000;0,333;5;Korrekt;4
SA2;H;HMD;28;U35;24;3000;1;4;1,00;0,50;1,000;0,833;5;zu weit links;7
SA2;H;M Sphere;29;U35;22;3000;1;2;1,00;0,00;1,000;0,667;10;zu weit links;7
SA2;N;M Sphere;30;U22;21;15000;1;2;1,00;1,00;1,000;1,000;-5;Korrekt;8
SA20;N;HMD;1;U35;23;15000;3;4;0,50;1,00;1,000;0,833;1;Korrekt;9
SA20;N;HMD;2;U22;19;3000;3;4;0,50;1,00;1,000;0,833;1;Korrekt;6
SA20;H;M Sphere;3;U22;18;8000;3;2;0,50;1,00;0,000;0,500;1;zu weit rechts;5
SA20;N;M Flat;4;U35;23;3000;3;4;0,50;1,00;1,000;0,833;16;Korrekt;7
SA20;N;M Flat;5;U22;19;8000;3;4;0,50;1,00;1,000;0,833;11;Korrekt;8
SA20;H;M Flat;6;U35;32;3000;3;2;0,50;1,00;0,000;0,500;1;Korrekt;5
SA20;N;HMD;7;U35;22;8000;3;1;1,00;1,00;1,000;1,000;1;Korrekt;7
SA20;N;M Sphere;8;U35;22;3000;3;4;0,50;1,00;0,000;0,500;1;Korrekt;7
SA20;N;HMD;9;Ü35;53;30000;3;2;0,50;1,00;0,000;0,500;-9;zu weit links;9
SA20;N;M Flat;10;Ü35;49;15000;3;1;1,00;1,00;1,000;1,000;1;Korrekt;6
SA20;N;M Sphere;11;Ü35;54;8000;3;4;0,50;1,00;1,000;0,833;1;zu weit links;8
SA20;N;M Flat;12;U35;22;8000;3;2;0,50;1,00;1,000;0,833;11;Korrekt;5
SA20;H;M Sphere;13;U22;20;8000;3;2;1,00;1,00;1,000;1,000;6;zu weit rechts;7
SA20;H;M Flat;14;U35;23;15000;3;3;0,50;1,00;0,000;0,500;9;Korrekt;7
SA20;H;M Flat;15;Ü35;59;30000;3;3;1,00;1,00;1,000;1,000;6;zu weit links;9
SA20;H;HMD;16;U22;19;15000;3;3;0,50;1,00;1,000;0,833;1;Korrekt;8
SA20;N;M Flat;17;U35;27;8000;3;3;0,50;1,00;0,000;0,500;-4;Korrekt;7
SA20;H;HMD;18;U22;21;3000;3;3;1,00;1,00;0,000;0,667;-5;Korrekt;8
SA20;H;M Flat;19;U22;21;3000;3;2;0,50;1,00;1,000;0,833;-4;Korrekt;8
SA20;H;M Flat;20;U22;19;15000;3;2;1,00;1,00;1,000;1,000;11;Korrekt;8
SA20;N;M Sphere;21;U22;21;15000;3;1;1,00;1,00;1,000;1,000;14;Korrekt;1
SA20;N;M Sphere;22;U35;28;8000;3;2;0,50;1,00;0,000;0,500;21;Korrekt;8
SA20;H;M Sphere;23;U35;22;3000;3;3;1,00;1,00;0,000;0,667;1;Korrekt;6
SA20;H;HMD;24;U35;26;8000;3;2;1,00;1,00;1,000;1,000;11;Korrekt;8
SA20;H;HMD;25;Ü35;50;15000;3;2;0,50;1,00;0,000;0,500;11;zu weit links;6
SA20;N;HMD;26;U35;24;3000;3;3;0,50;1,00;0,000;0,500;1;zu weit links;6
SA20;H;M Sphere;27;U22;19;3000;3;2;0,50;1,00;0,000;0,500;6;Korrekt;5
SA20;H;HMD;28;U35;24;3000;3;4;1,00;1,00;1,000;1,000;16;Korrekt;7
SA20;H;M Sphere;29;U35;22;3000;3;2;0,50;1,00;1,000;0,833;11;zu weit links;7
SA21;H;HMD;1;U35;23;15000;3;1;0,75;0,75;0,000;0,500;10;zu weit rechts;9
SA21;H;HMD;2;U22;19;3000;3;3;1,00;1,00;0,000;0,667;10;zu weit rechts;6
SA21;N;M Sphere;3;U22;18;8000;3;2;1,00;1,00;1,000;1,000;-5;zu weit rechts;4
SA21;H;M Flat;4;U35;23;3000;3;1;0,50;0,50;0,000;0,333;10;Korrekt;8
SA21;H;M Flat;5;U22;19;8000;3;3;0,75;0,75;1,000;0,833;22;Korrekt;9
SA21;N;M Flat;6;U35;32;3000;3;2;0,75;0,75;1,000;0,833;5;zu weit rechts;5
SA21;H;HMD;7;U35;22;8000;3;2;1,00;1,00;1,000;1,000;20;zu weit rechts;6
SA21;H;M Sphere;8;U35;22;3000;3;1;0,50;0,50;1,000;0,667;10;Korrekt;7
SA21;H;HMD;9;Ü35;53;30000;3;2;0,75;0,75;0,000;0,500;12;zu weit rechts;8
SA21;H;M Flat;10;Ü35;49;15000;3;2;1,00;1,00;1,000;1,000;10;zu weit rechts;8
SA21;H;M Sphere;11;Ü35;54;8000;3;3;0,75;0,75;1,000;0,833;-10;zu weit rechts;7
SA21;H;M Flat;12;U35;22;8000;3;2;1,00;1,00;1,000;1,000;-5;zu weit rechts;6
SA21;N;M Sphere;13;U22;20;8000;3;2;0,75;0,75;0,000;0,500;15;Korrekt;6
SA21;N;M Flat;14;U35;23;15000;3;2;0,25;0,25;0,000;0,167;-5;zu weit rechts;7
SA21;N;M Flat;15;Ü35;59;30000;3;3;0,75;0,75;0,000;0,500;0;zu weit rechts;9
SA21;N;HMD;16;U22;19;15000;3;3;1,00;1,00;0,000;0,667;0;Korrekt;8
SA21;H;M Flat;17;U35;27;8000;3;2;1,00;1,00;0,000;0,667;15;Korrekt;6
SA21;N;HMD;18;U22;21;3000;3;2;0,25;0,25;0,000;0,167;20;Korrekt;7
SA21;N;M Flat;19;U22;21;3000;3;3;0,75;0,75;1,000;0,833;-5;Korrekt;5
SA21;N;M Flat;20;U22;19;15000;3;2;0,50;0,50;0,000;0,333;-2;Korrekt;8
SA21;H;M Sphere;21;U22;21;15000;3;2;0,50;0,50;1,000;0,667;2;zu weit rechts;1
SA21;H;M Sphere;22;U35;28;8000;3;2;1,00;1,00;1,000;1,000;10;Korrekt;8
SA21;N;M Sphere;23;U35;22;3000;3;2;0,75;0,75;0,000;0,500;10;Korrekt;8
SA21;N;HMD;24;U35;26;8000;3;3;1,00;1,00;0,000;0,667;15;Korrekt;8
SA21;N;HMD;25;Ü35;50;15000;3;2;1,00;1,00;1,000;1,000;15;zu weit rechts;5
SA21;H;HMD;26;U35;24;3000;3;2;0,75;0,75;1,000;0,833;10;Korrekt;7
SA21;N;M Sphere;27;U22;19;3000;3;2;1,00;1,00;0,000;0,667;10;zu weit rechts;4
SA21;N;HMD;28;U35;24;3000;3;1;0,50;0,50;0,000;0,333;5;zu weit rechts;6
SA21;N;M Sphere;29;U35;22;3000;3;2;0,75;0,75;0,000;0,500;5;zu weit rechts;9
SA21;H;M Sphere;30;U22;21;15000;3;2;0,75;0,75;0,000;0,500;5;Korrekt;7
SA22;N;HMD;1;U35;23;15000;2;4;0,86;1,00;1,000;0,953;-1;zu weit links;9
SA22;N;HMD;2;U22;19;3000;2;3;1,00;1,00;1,000;1,000;2;zu weit links;6
SA22;H;M Sphere;3;U22;18;8000;2;1;0,29;1,00;0,000;0,430;2;zu weit rechts;3
SA22;N;M Flat;4;U35;23;3000;2;4;0,71;1,00;1,000;0,903;12;zu weit rechts;6
SA22;N;M Flat;5;U22;19;8000;2;3;1,00;1,00;1,000;1,000;4;zu weit rechts;8
SA22;H;M Flat;6;U35;32;3000;2;1;0,29;1,00;0,000;0,430;-3;zu weit rechts;4
SA22;N;HMD;7;U35;22;8000;2;3;0,29;1,00;1,000;0,763;7;zu weit rechts;7
SA22;N;M Sphere;8;U35;22;3000;2;4;0,29;1,00;0,000;0,430;-3;zu weit rechts;7
SA22;N;HMD;9;Ü35;53;30000;2;4;0,86;1,00;1,000;0,953;7;zu weit rechts;8
SA22;N;M Flat;10;Ü35;49;15000;2;3;1,00;1,00;1,000;1,000;2;zu weit rechts;6
SA22;N;M Sphere;11;Ü35;54;8000;2;3;0,71;1,00;1,000;0,903;-3;zu weit rechts;7
SA22;N;M Flat;12;U35;22;8000;2;4;0,71;1,00;1,000;0,903;7;zu weit rechts;7
SA22;H;M Sphere;13;U22;20;8000;2;1;1,00;1,00;1,000;1,000;12;zu weit rechts;6
SA22;H;M Flat;14;U35;23;15000;2;1;0,71;1,00;1,000;0,903;6;zu weit rechts;8
SA22;H;M Flat;15;Ü35;59;30000;2;1;1,00;1,00;1,000;1,000;2;Korrekt;6
SA22;H;HMD;16;U22;19;15000;2;1;0,71;1,00;1,000;0,903;12;zu weit rechts;10
SA22;N;M Flat;17;U35;27;8000;2;1;1,00;1,00;1,000;1,000;7;zu weit rechts;9
SA22;H;HMD;18;U22;21;3000;2;1;0,29;1,00;1,000;0,763;7;zu weit rechts;8
SA22;H;M Flat;19;U22;21;3000;2;4;0,29;1,00;1,000;0,763;7;zu weit rechts;6
SA22;H;M Flat;20;U22;19;15000;2;4;0,29;1,00;1,000;0,763;12;zu weit rechts;9
SA22;N;M Sphere;21;U22;21;15000;2;3;0,71;1,00;0,000;0,570;9;zu weit rechts;1
SA22;N;M Sphere;22;U35;28;8000;2;4;0,71;1,00;0,000;0,570;12;Korrekt;7
SA22;H;M Sphere;23;U35;22;3000;2;1;1,00;1,00;1,000;1,000;2;Korrekt;7
SA22;H;HMD;24;U35;26;8000;2;4;0,29;1,00;1,000;0,763;12;zu weit rechts;8
SA22;H;HMD;25;Ü35;50;15000;2;4;1,00;1,00;1,000;1,000;2;Korrekt;7
SA22;N;HMD;26;U35;24;3000;2;1;0,71;1,00;0,000;0,570;2;Korrekt;5
SA22;H;M Sphere;27;U22;19;3000;2;1;0,71;1,00;0,000;0,570;2;zu weit rechts;6
SA22;H;HMD;28;U35;24;3000;2;4;0,71;1,00;1,000;0,903;2;zu weit rechts;5
SA22;H;M Sphere;29;U35;22;3000;2;4;0,29;1,00;1,000;0,763;22;zu weit rechts;7
SA22;N;M Sphere;30;U22;21;15000;2;1;0,71;1,00;0,000;0,570;12;Korrekt;5
SA24;N;HMD;1;U35;23;15000;3;4;0,75;1,00;0,000;0,583;8;zu weit rechts;9
SA24;N;HMD;2;U22;19;3000;3;1;0,75;1,00;1,000;0,917;18;zu weit rechts;5
SA24;H;M Sphere;3;U22;18;8000;3;1;1,00;1,00;1,000;1,000;3;zu weit rechts;2
SA24;N;M Flat;4;U35;23;3000;3;4;0,75;1,00;0,000;0,583;8;zu weit rechts;7
SA24;N;M Flat;5;U22;19;8000;3;1;1,00;1,00;0,000;0,667;23;zu weit rechts;7
SA24;H;M Flat;6;U35;32;3000;3;1;0,75;1,00;1,000;0,917;11;zu weit rechts;4
SA24;N;HMD;7;U35;22;8000;3;2;1,00;1,00;1,000;1,000;11;zu weit rechts;7
SA24;N;M Sphere;8;U35;22;3000;3;4;1,00;1,00;1,000;1,000;8;zu weit rechts;7
SA24;N;HMD;9;Ü35;53;30000;3;1;1,00;1,00;0,000;0,667;18;zu weit rechts;9
SA24;N;M Flat;10;Ü35;49;15000;3;2;1,00;1,00;1,000;1,000;8;zu weit rechts;8
SA24;N;M Sphere;11;Ü35;54;8000;3;1;1,00;1,00;0,000;0,667;3;zu weit rechts;8
SA24;N;M Flat;12;U35;22;8000;3;1;1,00;1,00;0,000;0,667;8;zu weit rechts;7
SA24;H;M Sphere;13;U22;20;8000;3;1;1,00;1,00;1,000;1,000;33;zu weit rechts;5
SA24;H;M Flat;14;U35;23;15000;3;3;1,00;1,00;1,000;1,000;15;zu weit rechts;7
SA24;H;M Flat;15;Ü35;59;30000;3;3;1,00;1,00;0,000;0,667;8;Korrekt;6
SA24;H;HMD;16;U22;19;15000;3;3;1,00;1,00;1,000;1,000;18;zu weit rechts;7
SA24;N;M Flat;17;U35;27;8000;3;2;0,75;1,00;1,000;0,917;3;zu weit rechts;8
SA24;H;HMD;18;U22;21;3000;3;3;1,00;1,00;1,000;1,000;10;zu weit rechts;8
SA24;H;M Flat;19;U22;21;3000;3;3;1,00;1,00;1,000;1,000;8;zu weit rechts;5
SA24;H;M Flat;20;U22;19;15000;3;3;1,00;1,00;1,000;1,000;12;zu weit rechts;9
SA24;N;M Sphere;21;U22;21;15000;3;2;1,00;1,00;1,000;1,000;13;zu weit rechts;1
SA24;N;M Sphere;22;U35;28;8000;3;1;0,75;1,00;1,000;0,917;23;zu weit rechts;7
SA24;H;M Sphere;23;U35;22;3000;3;3;1,00;1,00;0,000;0,667;28;zu weit rechts;8
SA24;H;HMD;24;U35;26;8000;3;3;1,00;1,00;0,000;0,667;13;zu weit rechts;3
SA24;H;HMD;25;Ü35;50;15000;3;3;1,00;1,00;0,000;0,667;8;Korrekt;5
SA24;N;HMD;26;U35;24;3000;3;2;1,00;1,00;0,000;0,667;13;zu weit rechts;6
SA24;H;M Sphere;27;U22;19;3000;3;1;1,00;1,00;1,000;1,000;23;zu weit rechts;4
SA24;H;HMD;28;U35;24;3000;3;4;1,00;1,00;1,000;1,000;3;Korrekt;5
SA24;H;M Sphere;29;U35;22;3000;3;3;0,25;1,00;1,000;0,750;33;zu weit rechts;8
SA24;N;M Sphere;30;U22;21;15000;3;2;1,00;1,00;1,000;1,000;8;zu weit rechts;5
SA25;H;HMD;1;U35;23;15000;2;1;1,00;1,00;1,000;1,000;5;zu weit links;7
SA25;H;HMD;2;U22;19;3000;2;1;1,00;1,00;0,000;0,667;5;zu weit links;4
SA25;N;M Sphere;3;U22;18;8000;2;3;1,00;0,00;1,000;0,667;-20;zu weit links;7
SA25;H;M Flat;4;U35;23;3000;2;1;1,00;1,00;0,000;0,667;5;Korrekt;6
SA25;H;M Flat;5;U22;19;8000;2;1;1,00;1,00;1,000;1,000;0;Korrekt;8
SA25;N;M Flat;6;U35;32;3000;2;3;1,00;0,00;1,000;0,667;10;Korrekt;6
SA25;H;HMD;7;U35;22;8000;2;3;1,00;1,00;1,000;1,000;13;zu weit links;10
SA25;H;M Sphere;8;U35;22;3000;2;1;1,00;0,00;1,000;0,667;10;Korrekt;7
SA25;H;HMD;9;Ü35;53;30000;2;3;1,00;0,00;0,000;0,333;-5;zu weit links;8
SA25;H;M Flat;10;Ü35;49;15000;2;3;1,00;0,00;0,000;0,333;-15;zu weit links;8
SA25;H;M Sphere;11;Ü35;54;8000;2;1;0,00;1,00;0,000;0,333;-10;Korrekt;8
SA25;H;M Flat;12;U35;22;8000;2;3;1,00;1,00;1,000;1,000;10;Korrekt;6
SA25;N;M Sphere;13;U22;20;8000;2;3;1,00;1,00;1,000;1,000;20;Korrekt;6
SA25;N;M Flat;14;U35;23;15000;2;4;1,00;1,00;0,000;0,667;-5;Korrekt;9
SA25;N;M Flat;15;Ü35;59;30000;2;2;1,00;0,00;1,000;0,667;-7;zu weit links;6
SA25;N;HMD;16;U22;19;15000;2;2;1,00;1,00;0,000;0,667;-15;Korrekt;7
SA25;H;M Flat;17;U35;27;8000;2;2;1,00;1,00;1,000;1,000;5;Korrekt;7
SA25;N;HMD;18;U22;21;3000;2;4;1,00;1,00;1,000;1,000;5;Korrekt;5
SA25;N;M Flat;19;U22;21;3000;2;3;1,00;1,00;1,000;1,000;-7;zu weit links;6
SA25;N;M Flat;20;U22;19;15000;2;3;1,00;1,00;0,000;0,667;-5;Korrekt;9
SA25;H;M Sphere;21;U22;21;15000;2;3;1,00;1,00;1,000;1,000;5;Korrekt;2
SA25;H;M Sphere;22;U35;28;8000;2;3;1,00;0,00;1,000;0,667;10;Korrekt;5
SA25;N;M Sphere;23;U35;22;3000;2;4;1,00;0,00;1,000;0,667;0;Korrekt;3
SA25;N;HMD;24;U35;26;8000;2;3;1,00;0,00;1,000;0,667;20;zu weit links;5
SA25;N;HMD;25;Ü35;50;15000;2;3;1,00;1,00;1,000;1,000;0;zu weit links;7
SA25;H;HMD;26;U35;24;3000;2;2;1,00;1,00;0,000;0,667;0;Korrekt;5
SA25;N;M Sphere;27;U22;19;3000;2;3;1,00;0,00;0,000;0,333;10;Korrekt;5
SA25;N;HMD;28;U35;24;3000;2;1;1,00;1,00;1,000;1,000;0;zu weit links;7
SA25;N;M Sphere;29;U35;22;3000;2;3;1,00;0,00;0,000;0,333;20;Korrekt;7
SA25;H;M Sphere;30;U22;21;15000;2;2;1,00;0,00;0,000;0,333;0;Korrekt;6
SA26;N;HMD;1;U35;23;15000;2;3;0,33;0,50;0,000;0,277;6;Korrekt;9
SA26;N;HMD;2;U22;19;3000;2;1;0,33;0,50;0,000;0,277;23;zu weit rechts;5
SA26;H;M Sphere;3;U22;18;8000;2;1;0,33;0,50;1,000;0,610;-2;Korrekt;3
SA26;N;M Flat;4;U35;23;3000;2;3;0,33;0,50;1,000;0,610;8;Korrekt;8
SA26;N;M Flat;5;U22;19;8000;2;1;0,66;0,50;0,000;0,387;18;Korrekt;7
SA26;H;M Flat;6;U35;32;3000;2;1;0,66;0,50;1,000;0,720;-5;zu weit rechts;5
SA26;N;HMD;7;U35;22;8000;2;2;0,33;0,50;1,000;0,610;8;zu weit rechts;7
SA26;N;M Sphere;8;U35;22;3000;2;3;0,66;0,00;1,000;0,553;23;Korrekt;8
SA26;N;HMD;9;Ü35;53;30000;2;1;0,66;0,50;0,000;0,387;19;Korrekt;9
SA26;N;M Flat;10;Ü35;49;15000;2;2;0,66;0,50;1,000;0,720;20;Korrekt;7
SA26;N;M Sphere;11;Ü35;54;8000;2;1;0,66;0,50;0,000;0,387;3;zu weit rechts;8
SA26;N;M Flat;12;U35;22;8000;2;1;0,66;0,50;1,000;0,720;-2;zu weit rechts;5
SA26;H;M Sphere;13;U22;20;8000;2;1;0,66;0,50;1,000;0,720;18;Korrekt;7
SA26;H;M Flat;14;U35;23;15000;2;3;1,00;0,50;0,000;0,500;28;zu weit rechts;10
SA26;H;M Flat;15;Ü35;59;30000;2;1;0,66;0,50;0,000;0,387;-2;Korrekt;9
SA26;H;HMD;16;U22;19;15000;2;1;0,66;1,00;0,000;0,553;23;zu weit rechts;9
SA26;N;M Flat;17;U35;27;8000;2;4;0,66;0,50;1,000;0,720;3;zu weit rechts;9
SA26;H;HMD;18;U22;21;3000;2;3;0,66;0,00;0,000;0,220;-7;Korrekt;8
SA26;H;M Flat;19;U22;21;3000;2;3;0,66;0,50;1,000;0,720;0;Korrekt;7
SA26;H;M Flat;20;U22;19;15000;2;4;0,66;0,50;1,000;0,720;12;zu weit rechts;8
SA26;N;M Sphere;21;U22;21;15000;2;2;1,00;0,50;1,000;0,833;6;zu weit rechts;1
SA26;N;M Sphere;22;U35;28;8000;2;1;0,66;0,50;1,000;0,720;16;Korrekt;8
SA26;H;M Sphere;23;U35;22;3000;2;3;0,66;0,50;0,000;0,387;-2;zu weit rechts;8
SA26;H;HMD;24;U35;26;8000;2;3;0,66;0,50;1,000;0,720;23;Korrekt;6
SA26;H;HMD;25;Ü35;50;15000;2;4;0,66;0,50;1,000;0,720;16;zu weit links;6
SA26;N;HMD;26;U35;24;3000;2;4;0,66;0,50;1,000;0,720;8;Korrekt;6
SA26;H;M Sphere;27;U22;19;3000;2;1;0,66;0,50;1,000;0,720;18;Korrekt;5
SA26;H;HMD;28;U35;24;3000;2;3;0,66;1,00;1,000;0,887;18;Korrekt;7
SA26;H;M Sphere;29;U35;22;3000;2;4;0,33;1,00;1,000;0,777;-2;Korrekt;6
SA27;H;HMD;1;U35;23;15000;2;2;1,00;0,50;0,000;0,500;0;zu weit rechts;9
SA27;H;HMD;2;U22;19;3000;2;2;1,00;0,50;0,000;0,500;0;Korrekt;4
SA27;N;M Sphere;3;U22;18;8000;2;4;0,50;0,50;0,000;0,333;0;zu weit rechts;4
SA27;H;M Flat;4;U35;23;3000;2;2;1,00;1,00;0,000;0,667;0;Korrekt;7
SA27;H;M Flat;5;U22;19;8000;2;2;0,50;1,00;0,000;0,500;0;zu weit rechts;7
SA27;N;M Flat;6;U35;32;3000;2;4;1,00;0,50;1,000;0,833;0;Korrekt;5
SA27;H;HMD;7;U35;22;8000;2;3;0,50;0,50;0,000;0,333;0;Korrekt;8
SA27;H;M Sphere;8;U35;22;3000;2;2;0,50;1,00;1,000;0,833;0;Korrekt;6
SA27;H;HMD;9;Ü35;53;30000;2;1;1,00;0,50;1,000;0,833;0;Korrekt;8
SA27;H;M Flat;10;Ü35;49;15000;2;3;1,00;0,50;1,000;0,833;0;Korrekt;8
SA27;H;M Sphere;11;Ü35;54;8000;2;2;0,50;0,00;0,000;0,167;0;zu weit rechts;8
SA27;H;M Flat;12;U35;22;8000;2;1;0,50;0,00;1,000;0,500;0;zu weit rechts;4
SA27;N;M Sphere;13;U22;20;8000;2;4;0,50;0,50;1,000;0,667;0;zu weit links;5
SA27;N;M Flat;14;U35;23;15000;2;4;1,00;1,00;1,000;1,000;0;zu weit rechts;6
SA27;N;M Flat;15;Ü35;59;30000;2;4;1,00;0,50;0,000;0,500;0;Korrekt;6
SA27;N;HMD;16;U22;19;15000;2;4;1,00;1,00;0,000;0,667;0;zu weit rechts;6
SA27;H;M Flat;17;U35;27;8000;2;4;0,50;0,50;0,000;0,333;0;Korrekt;8
SA27;N;HMD;18;U22;21;3000;2;4;1,00;1,00;1,000;1,000;0;zu weit rechts;4
SA27;N;M Flat;19;U22;21;3000;2;4;1,00;0,50;1,000;0,833;0;Korrekt;7
SA27;N;M Flat;20;U22;19;15000;2;1;0,00;0,00;0,000;0,000;0;Korrekt;8
SA27;H;M Sphere;21;U22;21;15000;2;3;0,50;0,50;1,000;0,667;0;Korrekt;1
SA27;H;M Sphere;22;U35;28;8000;2;1;0,50;0,50;1,000;0,667;0;Korrekt;2
SA27;N;M Sphere;23;U35;22;3000;2;4;1,00;0,50;1,000;0,833;0;Korrekt;4
SA27;N;HMD;24;U35;26;8000;2;4;0,50;0,50;1,000;0,667;0;Korrekt;3
SA27;N;HMD;25;Ü35;50;15000;2;1;0,50;0,00;0,000;0,167;0;Korrekt;5
SA27;H;HMD;26;U35;24;3000;2;4;0,50;0,50;1,000;0,667;0;zu weit links;7
SA27;N;M Sphere;27;U22;19;3000;2;1;0,50;0,50;1,000;0,667;0;zu weit rechts;3
